OID_,Id,area_km2,CreationDa,EditDate,code_id,Long,Lat,Act_or_Gen,MatchMaxar
422,441,0.000393457222718,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.222602612399996,70.319721223100004, , 
423,442,0.000348147016212,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.190055110000003,70.313724625999996, , 
424,443,0.001547150413390,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.175633955300000,70.312329289100006, , 
425,444,0.000641358705038,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.337257189100001,70.145880462400001, , 
426,445,0.000313414852056,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.343892992099995,70.153662061999995, , 
427,446,0.000565814655961,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.334065178499998,70.161854960200003, , 
428,447,0.000669062672673,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.346771395499999,70.158627297500004, , 
429,448,0.000158129363018,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.323235197000002,70.156597934000004, , 
430,449,0.000125393414980,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.308572223900001,70.165330048000001, , 
431,450,0.000666527236374,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.271920973500002,70.173624474799993, , 
432,451,0.000841377619537,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.298899784699998,70.156211487600004, , 
433,452,0.001057847976130,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.282192655100005,70.160146217499999, , 
434,453,0.001278253110720,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.258052098700006,70.161924341599999, , 
435,454,0.000634328846499,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.248023024000005,70.162070796199998, , 
436,455,0.001145441964800,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.239099886800005,70.156395274700003, , 
437,456,0.002560502983050,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.223255905800002,70.146507245799995, , 
438,457,0.007500725783030,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.215298222599998,70.128167659900001, , 
439,458,0.003777084599700,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.196395382600002,70.142339520899995, , 
440,459,0.001417838299210,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.155680008800005,70.135556527399999, , 
441,460,0.002107366360220,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.110079021900006,70.126930166099996, , 
442,461,0.002724861842140,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.133277220799997,70.116572041400005, , 
443,462,0.003133244964900,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.157948961800003,70.114744153199993, , 
444,463,0.001978931825460,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.147262018999996,70.097474355599999, , 
445,464,0.002499500901290,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.173422954900005,70.091271704400000, , 
446,465,0.007498758556950,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.189244764799994,70.112996153899999, , 
447,466,0.003229004984290,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.146607875699999,70.155257504800005, , 
448,467,0.001283901350600,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.125380925100004,70.146329611499993, , 
449,468,0.002009337112520,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.208321060000003,70.163308108099997, , 
450,469,0.002540590031240,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.153064275399998,70.167239597600002, , 
451,470,0.003782334036930,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.545392329099997,70.171177991600004, , 
452,471,0.001639736887480,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.524954306100000,70.177425747100003, , 
453,472,0.001352978168360,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.543671586700000,70.178923326600000, , 
454,473,0.001099382448330,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.527220106000001,70.202595098399996, , 
455,474,0.001519321726220,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.503099975900000,70.188994945000005, , 
456,475,0.002621393132970,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.488068232900005,70.182800044399997, , 
457,476,0.001322224360480,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.471160293400004,70.171889117600003, , 
458,477,0.001086640075110,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.429310434499996,70.181402240200001, , 
459,478,0.008229685481000,3/2/2021 0:00:00,3/2/2021 0:00:00,3,77.540068583999997,70.206983877300004, , 
460,480,0.003790827885470,3/2/2021 0:00:00,3/2/2021 0:00:00,1,69.012166245600000,70.230860064100000,General,Yes
461,481,0.001651539465410,3/2/2021 0:00:00,3/2/2021 0:00:00,1,69.011076386100001,70.231762993299995,Active,Yes
462,482,0.008030314948290,3/2/2021 0:00:00,3/2/2021 0:00:00,1,68.990483379300002,70.227443058999995,General,Yes
463,483,0.005430518985030,3/2/2021 0:00:00,3/2/2021 0:00:00,3,68.980115951299993,70.226829389100004, , 
464,484,0.006871098039270,3/2/2021 0:00:00,3/2/2021 0:00:00,3,68.992873984499994,70.245282846899997, , 
465,485,0.002831463144710,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.322499371399999,69.968912573099999, , 
466,486,0.000474356663709,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.347059846500002,69.963825704700000, , 
467,487,0.002482145163560,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.297267355100004,69.948014173199994, , 
468,488,0.002664959046920,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.386840375999995,69.948936960099999, , 
469,489,0.002643363277620,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.188981626200004,69.958376857600001, , 
470,490,0.001554376894640,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.255191290300004,69.975492735800003, , 
471,491,0.000600360104829,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.367751507400001,70.027517339699997, , 
472,492,0.002379334240670,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.410220970400005,69.897344752899997, , 
473,493,0.007872209069920,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.417986286499996,69.883105558799997, , 
474,494,0.001995871609180,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.490447856900005,69.866995189799994, , 
475,495,0.000987505609484,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.532579923200004,69.878560874599998, , 
476,496,0.001583105510030,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.471803003299996,69.885026400499996, , 
477,497,0.001082563562320,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.479435075699996,69.950305271399998, , 
478,498,0.006065038815230,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.507800238700000,69.964732684599994, , 
479,499,0.001865669483330,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.706816966199995,69.796281074700005, , 
480,500,0.003201997102010,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.663300248699997,69.799899077399999, , 
481,501,0.002087716527560,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.611386347899995,69.796265628599997, , 
482,502,0.000974994653809,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.590461973299995,69.785983905199998, , 
483,503,0.002155899914650,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.753052291299994,69.761229547100001, , 
484,504,0.001942270430550,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.775943245999997,69.752923794799997, , 
485,505,0.003149342230360,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.864177463600001,69.755345996299994, , 
486,506,0.002225627941910,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.928769616799997,69.759270983600004, , 
487,507,0.002760596073010,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.953932441600003,69.704490898900005, , 
488,508,0.001980373814110,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.947841075900001,69.695892606100003, , 
489,509,0.000961061110414,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.949002293199996,69.675750234999995, , 
490,510,0.002114294174960,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.952988632800000,69.665700265699996, , 
491,511,0.002748927692800,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.025452849000004,69.702932572999998, , 
492,512,0.007898243759980,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.002285026899997,69.723371083800004, , 
493,513,0.011862729328000,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.806030732899998,69.753111505400000, , 
494,514,0.003103651451270,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.777254252600002,69.777940007599994, , 
495,515,0.004832008711680,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.780676225199997,69.813991070599997, , 
496,516,0.001748348513370,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.770012719799993,69.833400715200000, , 
497,517,0.006252172753940,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.696405000200002,69.832752997200004, , 
498,518,0.000806505720073,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.505232203999995,69.875813291200004, , 
499,519,0.002369193043500,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.698663716300004,69.872786410000003, , 
500,520,0.000812431597272,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.667925018299997,69.871624889800003, , 
501,521,0.005081024916420,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.776396048600006,69.852644623000003, , 
502,522,0.001534362218470,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.821626214099993,69.872771215399993, , 
503,523,0.002709304477850,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.843350861199994,69.884060233900001, , 
504,524,0.002261922976430,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.799399775599994,69.905767582699994, , 
505,525,0.001491358990980,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.800686054200000,69.920858021599997, , 
506,526,0.003028841277950,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.794390308800004,69.936111674100005, , 
507,527,0.001454698186470,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.845398188800004,69.937229039399995, , 
508,528,0.000687194814641,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.858134313999997,69.946823005699997, , 
509,529,0.000810445578251,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.910506451600000,69.957387132899996, , 
510,530,0.001926301271550,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.899386121700005,69.955985410300002, , 
511,531,0.003511265703000,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.777246902700000,69.967331985700000, , 
512,532,0.000954357535904,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.755179228299994,69.961902134599995, , 
513,533,0.000882130021735,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.725995065000006,69.957075392899995, , 
514,534,0.009866406738690,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.568516111299999,69.965327950800003, , 
515,535,0.001180532105510,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.541143564799995,69.970663040600002, , 
516,536,0.000475469472216,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.529345427300001,69.968962188800006, , 
517,537,0.000673931254651,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.479721305300004,69.962985229599994, , 
518,538,0.001292631790620,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.461651476900002,69.961124983000005, , 
519,539,0.003752847787530,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.542948073900007,69.858629061700000, , 
520,540,0.001326585582290,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.470013262300000,69.825370048899998, , 
521,541,0.001046718782840,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.538468493500005,69.835007652000002, , 
522,542,0.000619058979422,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.597780316300003,69.829386089600007, , 
523,543,0.000582411538372,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.605907926399993,69.823149726500006, , 
524,544,0.004227169607760,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.457691005599997,69.901564580900001, , 
525,545,0.002244257424280,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.339531044599994,69.933315771799997, , 
526,546,0.002427499492850,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.171258655100004,69.969946909900003, , 
527,547,0.001924179326220,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.097616443999996,69.972089233800006, , 
528,548,0.000679818654915,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.058782399400002,69.965638824500004, , 
529,549,0.000661819854620,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.098259798000001,69.958883566799997, , 
530,550,0.000686429391094,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.133950007099997,69.954652651499998, , 
531,551,0.000696334532395,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.117303492800005,69.970298824400004, , 
532,552,0.001412919496670,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.132877854200004,69.982259829599997, , 
533,553,0.000939502811422,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.104921685700006,69.989493677300004, , 
534,554,0.000383893368190,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.118209973700004,70.002704797700005, , 
535,555,0.000582999431879,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.164977546399996,70.029852426000005, , 
536,556,0.000726161888555,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.133495984899994,70.034608362000000, , 
537,557,0.000596467720759,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.121977639500003,70.050908961800005, , 
538,558,0.001362649152970,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.048850929599993,70.060674657899995, , 
539,559,0.004220975735800,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.000972845800007,70.061588913600005, , 
540,560,0.001794652626450,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.950080644500005,70.056040948900005, , 
541,561,0.001551841390930,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.903064309499996,70.053300581599999, , 
542,562,0.001469237788240,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.834204510099994,70.052140456499998, , 
543,563,0.008719937270620,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.778386012599995,70.048207074700002, , 
544,564,0.004060036172970,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.742375891799995,70.040733584199998, , 
545,565,0.002275336041500,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.655315601300003,70.073071156500006, , 
546,566,0.003025861258170,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.636526524800004,70.068417632199996, , 
547,567,0.004582797223080,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.595159169200002,70.075187124099998, , 
548,568,0.001233726330930,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.577764437300004,70.070060985100000, , 
549,569,0.002030929771370,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.563989058100006,70.062577646299999, , 
550,570,0.006625996844570,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.552075296599995,70.072979970899993, , 
551,571,0.003246153853130,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.553739622699993,70.104583438800006, , 
552,572,0.000911598100525,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.541181575200000,70.116637861300006, , 
553,573,0.002935552117250,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.509241388899994,70.119015260699996, , 
554,574,0.003032110493640,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.569968791099996,70.127898394200002, , 
555,575,0.004679687075590,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.515476530399994,70.154695118600003, , 
556,576,0.025962098417700,3/18/2021 0:00:00,3/18/2021 0:00:00,3,70.248681733799998,67.554490048999995, , 
557,577,0.002510624187890,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.588572712000001,70.135910775499994, , 
558,578,0.000591745965042,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.580212416199998,70.170400309200005, , 
559,579,0.001747849203080,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.521464440399996,70.166003503300004, , 
560,580,0.001006787025570,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.493356582399997,70.185631602399994, , 
561,581,0.000535641667700,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.521386748200001,70.183296573500002, , 
562,582,0.000471024839111,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.485613665900004,70.172853269100003, , 
563,583,0.000866579594614,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.607074128899995,70.183730125799997, , 
564,584,0.001371583152760,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.600667778200005,70.164167914700002, , 
565,585,0.000301462120023,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.628146191100001,70.161897346600000, , 
566,586,0.000748952225279,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.638287807599994,70.175409487400003, , 
567,587,0.001007996437360,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.651717940599994,70.154561142000006, , 
568,588,0.001412402673800,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.597641835100006,70.151145949500005, , 
569,589,0.001264040901110,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.666757688600001,70.165384367000001, , 
570,590,0.001178600699130,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.592271302000000,70.121904730599994, , 
571,591,0.000735951706405,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.608193354600004,70.116790115599997, , 
572,592,0.000973888151121,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.589869238899993,70.099699920000006, , 
573,593,0.000753521745373,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.660978531799998,70.104362611200003, , 
574,594,0.001671248617990,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.693609369000001,70.109091635100000, , 
575,595,0.000732407512781,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.742389493600001,70.135289932000006, , 
576,596,0.000711980870832,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.657535627300007,70.130157220699999, , 
577,597,0.000605117538995,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.684978685700003,70.182952466800003, , 
578,598,0.001272365299960,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.653590685699996,70.176239042899994, , 
579,599,0.001716583235570,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.624820642800003,70.196206990500002, , 
580,600,0.001671275420520,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.701833376500005,70.195493522199996, , 
581,601,0.002559386529660,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.533868625899999,70.203576626699999, , 
582,602,0.005518941949880,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.666337102900002,70.214599784000001, , 
583,603,0.002455444688920,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.768253121499995,70.180039473600004, , 
584,604,0.001056312799850,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.831090927899993,70.167660403599996, , 
585,605,0.002758885171320,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.860267683900005,70.186302924000003, , 
586,606,0.021989995290600,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.817746427299994,70.199639886699998, , 
587,607,0.000608687909485,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.904339464000003,70.203449665700006, , 
588,608,0.000153132427152,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.890584119699994,70.196941032900000, , 
589,609,0.000118246190241,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.924123769399998,70.196662226100003, , 
590,610,0.000074028444586,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.944229501999999,70.192165676000002, , 
591,611,0.000408592053951,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.949934685599999,70.206106261800002, , 
592,612,0.000505526741201,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.921804120700003,70.187486839599998, , 
593,613,0.000214112668962,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.956361771700003,70.188684828000007, , 
594,614,0.000463489468037,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.976399180100003,70.199232273800007, , 
595,615,0.000365416337908,3/18/2021 0:00:00,3/18/2021 0:00:00,3,67.997404512700001,70.209424102800000, , 
596,616,0.000421632720604,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.047879871199996,70.210898192499997, , 
597,617,0.000167537336945,3/18/2021 0:00:00,3/18/2021 0:00:00,3,68.054718564300003,70.191552050799999, , 
598,0,0.000000000000000,,,1,68.448952082199995,69.626759942500001,General,Yes
599,0,0.000000000000000,,,1,78.196611589000000,70.294883337399995,General,Yes
600,0,0.000000000000000,,,1,68.334638179099997,69.954374827199999,General,Yes
601,0,0.000000000000000,,,1,68.414132434600006,69.633775967500000,General,Yes
602,0,0.000000000000000,,,1,68.507303925700000,69.846706829499993,General,Yes
603,0,0.000000000000000,,,1,68.521919347400001,70.133797965699998,Active,Yes
604,0,0.000000000000000,,,1,68.562469329099997,70.089206969599999,Active,Yes
605,0,0.000000000000000,,,1,79.077515345799995,71.405565479299995,General,Yes
606,0,0.000000000000000,,,1,79.094077340400005,71.416183759399999,General,Yes
607,0,0.000000000000000,,,1,77.904531566000003,70.144884606100007,Active,Yes
608,0,0.000000000000000,,,1,77.865889607200003,70.185677679099996,General,Yes
609,0,0.000000000000000,,,1,77.825943623000001,70.158465418199995,General,Yes
610,0,0.000000000000000,,,1,77.819656925800004,70.158677997599995,General,Yes
611,0,0.000000000000000,,,1,77.959520169000001,70.235897927699995,General,Yes
612,0,0.000000000000000,,,1,78.181832763299994,70.307887822200001,General,Yes
613,0,0.000000000000000,,,1,77.841111298100003,70.219241259499995,General,Yes
614,0,0.000000000000000,,,1,77.842942118099998,70.219019929599995,Active,Yes
615,0,0.000000000000000,,,1,76.349981232700003,69.735531108499998,General,Yes
616,0,0.000000000000000,,,1,76.293500718800004,69.868172575800003,General,Yes
617,0,0.000000000000000,,,1,70.254917246299996,69.224393114099996,General,Yes
618,0,0.000000000000000,,,1,70.246061870800006,69.220943016600003,General,Yes
619,0,0.000000000000000,,,1,78.390166058999995,70.292441606500006,General,Yes
620,0,0.000000000000000,,,1,79.230498846399996,71.437841556799995,General,Yes
621,0,0.000000000000000,,,1,77.951184866399998,70.249022915099999,General,Yes
622,0,0.000000000000000,,,1,68.531622768800005,69.855117958899996,Active,Yes
623,0,0.000000000000000,,,1,68.535162092500002,70.164215460400001,General,Yes
624,0,0.000000000000000,,,1,68.477573848399999,70.066690077199993,Active,Yes
625,0,0.000000000000000,,,1,68.420445803800007,70.036191091099994,General,Yes
626,0,0.000000000000000,,,1,68.414380253000004,70.005687177400006,Active,Yes
627,0,0.000000000000000,,,1,68.413676680300000,70.005345583400000,General,Yes
628,0,0.000000000000000,,,1,68.479566788200003,69.912661602800000,Active,Yes
629,0,0.000000000000000,,,1,68.478753766599993,69.912630131200004,General,Yes
630,0,0.000000000000000,,,1,68.437400668899997,69.910370974599999,Active,Yes
631,0,0.000000000000000,,,1,69.016984828800005,70.232774123400006,Active,Yes
632,0,0.000000000000000,,,1,69.013120391000001,70.230963844599998,Active,Yes
633,0,0.000000000000000,,,1,68.990196277999999,70.227170018799995,Active,Yes
634,0,0.000000000000000,,,1,68.492179569699999,69.633398592999995,General,Yes
635,0,0.000000000000000,,,1,68.364769149699995,69.972329298199995,Active,Yes
636,0,0.000000000000000,,,1,80.981326504600005,71.248527187099995,Active,Yes
637,0,0.000000000000000,,,1,79.248605592800004,71.187721998100002,Active,Yes
638,0,0.000000000000000,,,1,79.246357133999993,71.188050801800003,Active,Yes
639,0,0.000000000000000,,,1,81.220400490000003,71.169925443699995,General,Yes
640,0,0.000000000000000,,,1,81.221387720400003,71.170398896300000,Active,Yes
641,0,0.000000000000000,,,1,68.368924275500007,70.069516970699993,Active,Yes
642,0,0.000000000000000,,,1,68.455289632000003,70.082233041199999,Active,Yes
643,0,0.000000000000000,,,1,68.455199428499995,70.081532941000006,Active,Yes
644,0,0.000000000000000,,,1,80.545254132300002,71.331809173699995,General,Yes
645,0,0.000000000000000,,,1,80.545642009000005,71.331586852399994,Active,Yes
646,0,0.000000000000000,,,1,80.502198024400002,71.358782596200001,Active,Yes
647,0,0.000000000000000,,,1,68.769580898200005,69.721602263400001,Active,Yes
648,0,0.000000000000000,,,1,68.417695949399999,69.647207774500004,General,Yes
649,0,0.000000000000000,,,1,68.519342999100004,70.133805734399999,Active,Yes
650,0,0.000000000000000,,,1,68.558126982000005,70.094054701800005,Active,Yes
651,0,0.000000000000000,,,1,75.089133219299995,71.073204018799998,General,Yes
652,0,0.000000000000000,,,1,77.921090844700004,70.172888639799993,General,Yes
653,0,0.000000000000000,,,1,77.799341676699996,70.113497941700004,Active,Yes
654,0,0.000000000000000,,,1,77.983246756599996,70.256467498000006,Active,Yes
655,0,0.000000000000000,,,1,77.977243925799996,70.255068713699998,General,Yes
656,0,0.000000000000000,,,1,76.116264919100004,69.773258192000000,General,Yes
657,0,0.000000000000000,,,1,68.639773117000004,70.156915398899997,Active,Yes
658,0,0.000000000000000,,,1,68.655937068499995,70.096826303399993,Active,Yes
659,0,0.000000000000000,,,1,68.291950856300005,70.185335009300005,Active,Yes
